channel_name,subscribers,last_video_date,last_video_views,country,url,channel_id
김덕진의 AI디아,188000,2025-10-30,1081,KR,https://www.youtube.com/channel/UCS64aiIcAPJiEERKWOM3bXA,UCS64aiIcAPJiEERKWOM3bXA
LIKELION,7340,2025-11-17,0,KR,https://www.youtube.com/channel/UCYaDkwVaOhuoe_LuFr3lWkA,UCYaDkwVaOhuoe_LuFr3lWkA
Alfie Vaughan,66500,2025-09-28,38965,GB,https://www.youtube.com/channel/UC9uVcpm6-0w6Tp4F7Xm_R-Q,UC9uVcpm6-0w6Tp4F7Xm_R-Q
Franklin AI,66300,2025-11-17,126,CA,https://www.youtube.com/channel/UC9FCbOYPZl6QhXgxj_MGRkw,UC9FCbOYPZl6QhXgxj_MGRkw
Nik Kottmann,85200,2025-02-26,5724,CH,https://www.youtube.com/channel/UCe6EmNalhVPvt1nOL37jxEA,UCe6EmNalhVPvt1nOL37jxEA
GUNPLABO건프라보,50500,2025-11-17,1220,KR,https://www.youtube.com/channel/UCie6H2bRMe_JnLqEFbe4H4A,UCie6H2bRMe_JnLqEFbe4H4A
Creator Magic,183000,2025-11-14,13506,GB,https://www.youtube.com/channel/UC08Fah8EIryeOZRkjBRohcQ,UC08Fah8EIryeOZRkjBRohcQ
TheFatRat,6690000,2025-10-28,84206,US,https://www.youtube.com/channel/UCa_UMppcMsHIzb5LDx1u9zQ,UCa_UMppcMsHIzb5LDx1u9zQ
Ryuu - Blender Bros,129000,2025-11-17,1982,JP,https://www.youtube.com/channel/UCEOVGZ2rpLhR7gSPvaexxxQ,UCEOVGZ2rpLhR7gSPvaexxxQ
Blender Inn,5060,2025-07-07,700,IN,https://www.youtube.com/channel/UCVuCAUyCsG1TeOeTZt7dkxQ,UCVuCAUyCsG1TeOeTZt7dkxQ
이하윤,27700,2025-09-23,1946,,https://www.youtube.com/channel/UCUrHlCEqvz-FceukNgdsPQw,UCUrHlCEqvz-FceukNgdsPQw
maoly_studio,14800,2025-10-11,2575,,https://www.youtube.com/channel/UC1UILYDfxQHygvzlH7_uhdA,UC1UILYDfxQHygvzlH7_uhdA
개미없의 포켓몬도감,7180,2025-11-17,18723,KR,https://www.youtube.com/channel/UCDPcMvSuODqQ-B9DB7JTGGA,UCDPcMvSuODqQ-B9DB7JTGGA
서울경제 NOW,177000,2025-11-18,7,KR,https://www.youtube.com/channel/UCIh431O7x00rZke3oNBuRRA,UCIh431O7x00rZke3oNBuRRA
티타임즈TV,344000,2025-11-12,2749,KR,https://www.youtube.com/channel/UCelFN6fJ6OY6v8pbc_SLiXA,UCelFN6fJ6OY6v8pbc_SLiXA
Video Copilot,786000,2016-03-06,3915348,,https://www.youtube.com/channel/UCWp2Kj8aD9XlCGiIZzwHciw,UCWp2Kj8aD9XlCGiIZzwHciw
Moon 3D ai,9570,2025-11-15,24012,IN,https://www.youtube.com/channel/UCGaSggGMtO9lz3FQ2CDPjmw,UCGaSggGMtO9lz3FQ2CDPjmw
Classical California,9470,2025-11-18,377,US,https://www.youtube.com/channel/UCrMyo3oBwu9BakNtfoIanMA,UCrMyo3oBwu9BakNtfoIanMA
인벤,152000,2025-09-29,5450,KR,https://www.youtube.com/channel/UCQePzo3_oRB-6RAzBioc6pg,UCQePzo3_oRB-6RAzBioc6pg
Pyeongjun Art,23900,2025-11-13,535,,https://www.youtube.com/channel/UC1brqbfzZl3nmOSkPn8hrTQ,UC1brqbfzZl3nmOSkPn8hrTQ
Unity Korea,41500,2025-11-17,0,KR,https://www.youtube.com/channel/UCQArZVLg7Omzg4cBReJTS3w,UCQArZVLg7Omzg4cBReJTS3w
푸먹_foomuk,1700000,2025-10-25,2146276,KR,https://www.youtube.com/channel/UCOszRhGW_mW8yPYKhLuULMw,UCOszRhGW_mW8yPYKhLuULMw
Creator Sergeant - Julian Woldan,24900,2025-11-17,83,IT,https://www.youtube.com/channel/UCDMmCDCbNNKpniqLaxAvNMw,UCDMmCDCbNNKpniqLaxAvNMw
Kams1,12400,2025-10-23,4582,,https://www.youtube.com/channel/UCYn4kU-hHkovqc3vHlQveUQ,UCYn4kU-hHkovqc3vHlQveUQ
[JCJS games] 웨루,16400,2025-08-26,2759,KR,https://www.youtube.com/channel/UCQ_l-h-YJgIkSmB-bjwtETw,UCQ_l-h-YJgIkSmB-bjwtETw
건축 라이노 | 모어매스,10700,2025-11-13,853,KR,https://www.youtube.com/channel/UC4LL5muUiBgf62d5GmmUffQ,UC4LL5muUiBgf62d5GmmUffQ
디자인해부학 DA ,17900,2023-05-26,997,KR,https://www.youtube.com/channel/UCuvsl2rvw0rd_W8u1vDj0Bg,UCuvsl2rvw0rd_W8u1vDj0Bg
아카이브 아카데미,11100,2025-10-01,181720,KR,https://www.youtube.com/channel/UCxRBg-Dq_C_rAEY4wlGNBfw,UCxRBg-Dq_C_rAEY4wlGNBfw
오늘코딩,23900,2025-10-29,4986,KR,https://www.youtube.com/channel/UCGDJ6xYxrs9ijplSnY8GrHg,UCGDJ6xYxrs9ijplSnY8GrHg
디자인편집샵 / Beyond Better Brand / BBB,42800,2025-11-14,10025,KR,https://www.youtube.com/channel/UCBcC8kBpIRs3BOaAODXh7WQ,UCBcC8kBpIRs3BOaAODXh7WQ
Farrukh 3D,25900,2025-11-16,1437,PK,https://www.youtube.com/channel/UCPdyx5rzPIU_5U7v-aMDWDw,UCPdyx5rzPIU_5U7v-aMDWDw
남쪽구슬,10700,2025-11-17,3603,KR,https://www.youtube.com/channel/UCM1DrjCGxYE6i-3YEEEzfnQ,UCM1DrjCGxYE6i-3YEEEzfnQ
컨셉YT,5360,2025-11-17,1273,KR,https://www.youtube.com/channel/UCROBQS81uD0zlbtAgF3wxKw,UCROBQS81uD0zlbtAgF3wxKw
Pam Walls Game Design,8540,2025-11-16,454,CA,https://www.youtube.com/channel/UCt4TYeU8YMwtBa6sX8ejIcw,UCt4TYeU8YMwtBa6sX8ejIcw
Jason Weimann (GameDev),209000,2025-10-31,2345,US,https://www.youtube.com/channel/UCX_b3NNQN5bzExm-22-NVVg,UCX_b3NNQN5bzExm-22-NVVg
디고디원찬 DESIGN,78900,2025-11-16,7572,KR,https://www.youtube.com/channel/UCvcGy6uMg0kwTyEab6hkSlQ,UCvcGy6uMg0kwTyEab6hkSlQ
에스오디 SOD,879000,2025-11-17,14586,KR,https://www.youtube.com/channel/UCSPMRoAphbObUYeDaX367Fg,UCSPMRoAphbObUYeDaX367Fg
KRON 4,161000,2025-11-18,47,US,https://www.youtube.com/channel/UCVWQWc8PXy6Itt7YNrivOYw,UCVWQWc8PXy6Itt7YNrivOYw
BRUTUS,119000,2025-11-17,6054,JP,https://www.youtube.com/channel/UCPyAC8LKPBS5v3kBcaZ_MiA,UCPyAC8LKPBS5v3kBcaZ_MiA
홍아트 클라쓰,13100,2025-11-12,454,KR,https://www.youtube.com/channel/UCXQ5vNnV6DK03fV8Af4kjwQ,UCXQ5vNnV6DK03fV8Af4kjwQ
Unreal Engine 専門講座,9490,2025-10-08,1036,JP,https://www.youtube.com/channel/UCm6cd6DBGvuK9lSiDKx3b2Q,UCm6cd6DBGvuK9lSiDKx3b2Q
AI Playground,59700,2025-11-15,2212,US,https://www.youtube.com/channel/UCfed5dtRt1w2YdG8Esqr0WA,UCfed5dtRt1w2YdG8Esqr0WA
ZBMAND 섭페맨,40700,2025-11-17,11394,JP,https://www.youtube.com/channel/UCuluFB84X4UF0TbXU3i_4PA,UCuluFB84X4UF0TbXU3i_4PA
GaryBricks3D,13100,2025-08-17,18,MX,https://www.youtube.com/channel/UCBhuB2MkdKZXrqd_Q_dQd6A,UCBhuB2MkdKZXrqd_Q_dQd6A
애니메이터 금손 Animator Goldhand,6480,2024-10-15,1293,KR,https://www.youtube.com/channel/UC1Ui_kt6aZRn6HF3U02YfTg,UC1Ui_kt6aZRn6HF3U02YfTg
Pramod VFX,6160,2025-04-24,693,IN,https://www.youtube.com/channel/UCWZcfdaEnA-NVLX69wCCXyA,UCWZcfdaEnA-NVLX69wCCXyA
5 Minutes Blender,64800,2025-10-22,801,IN,https://www.youtube.com/channel/UCUc4aoeo9CimGhAioMUIT5w,UCUc4aoeo9CimGhAioMUIT5w
WONILMAX : 3D Studio,10700,2025-05-26,43,KR,https://www.youtube.com/channel/UC8D1Adn2W5CUdOALudKqbHA,UC8D1Adn2W5CUdOALudKqbHA
SG Unreal Creation,13900,2025-07-03,427,IN,https://www.youtube.com/channel/UCTA7ggbDBcF30GeSDysBoGg,UCTA7ggbDBcF30GeSDysBoGg
CODEMOD | 코드모드 블렌더,33600,2025-11-17,5269,KR,https://www.youtube.com/channel/UCK7x8QIfOxKdlF0waDhLaGA,UCK7x8QIfOxKdlF0waDhLaGA
JINIESM1,12800,2025-11-17,393,,https://www.youtube.com/channel/UCrIDCxwUClaU4TMLVnYHJjA,UCrIDCxwUClaU4TMLVnYHJjA
九里江めいく【ゲーム制作VTuber Unreal Engine / UE5 初心者向け講座】,14100,2025-11-02,702,JP,https://www.youtube.com/channel/UCmg2dfHA5y4eBUw4DNd3tDg,UCmg2dfHA5y4eBUw4DNd3tDg
Artindi,68700,2025-11-08,39236,US,https://www.youtube.com/channel/UC-X348Le6FmIfc9zxH4KYNA,UC-X348Le6FmIfc9zxH4KYNA
라챌tv,51900,2025-11-17,1346,KR,https://www.youtube.com/channel/UCzo4C9UjCyMAwSSTVfT3TiQ,UCzo4C9UjCyMAwSSTVfT3TiQ
AIA,157000,,,US,https://www.youtube.com/channel/UC-ZRith7WAZ5UXBRJtkxuFA,UC-ZRith7WAZ5UXBRJtkxuFA
몽백의 더빙다락방,38000,2025-11-17,19152,KR,https://www.youtube.com/channel/UCriqeAcTKDnnZhuj_0DNQiQ,UCriqeAcTKDnnZhuj_0DNQiQ
BlenderKit,7060,2025-11-04,337,CZ,https://www.youtube.com/channel/UC5RIl8ngv7D4riGIZRXWV6w,UC5RIl8ngv7D4riGIZRXWV6w
VFX Magic,14000,2025-11-13,2507,IN,https://www.youtube.com/channel/UCUCNcDhVaBiYEugPD9SXlTA,UCUCNcDhVaBiYEugPD9SXlTA
핏더사이즈,756000,2025-11-17,0,KR,https://www.youtube.com/channel/UCKWv0ScT6PpZcpg7ivUVWLA,UCKWv0ScT6PpZcpg7ivUVWLA
세바시 강연 Sebasi Talk,2130000,2025-11-18,3360,KR,https://www.youtube.com/channel/UCgheNMc3gGHLsT-RISdCzDQ,UCgheNMc3gGHLsT-RISdCzDQ
에이핫 AHOT,19000,2025-10-14,2879,KR,https://www.youtube.com/channel/UCIktIVgSKsKUlqJ4rVninCA,UCIktIVgSKsKUlqJ4rVninCA
코드깎는노인,44800,2025-11-16,12358,KR,https://www.youtube.com/channel/UCRpOIr-NJpK9S483ge20Pgw,UCRpOIr-NJpK9S483ge20Pgw
Paul H. Paulino,5890,2020-12-15,5210,CA,https://www.youtube.com/channel/UC8d987pGa3Kat16oW_LtsjQ,UC8d987pGa3Kat16oW_LtsjQ
Rohit VFX,49900,2025-07-19,1663,IN,https://www.youtube.com/channel/UCjj4mToNCrQGHy_tVrgkVpQ,UCjj4mToNCrQGHy_tVrgkVpQ
JOB-IS 잡이스,5030,2025-01-10,4510,KR,https://www.youtube.com/channel/UCJRt3iKoqWoOre05d17hMaw,UCJRt3iKoqWoOre05d17hMaw
Fudge Dev,63500,,,US,https://www.youtube.com/channel/UC7uLbyjXHOAfaZXl5_kpxqA,UC7uLbyjXHOAfaZXl5_kpxqA
아이지에이웍스 마케팅클라우드,12100,2025-11-04,258,KR,https://www.youtube.com/channel/UCHIP6tykRuMa4argQ_XPpwQ,UCHIP6tykRuMa4argQ_XPpwQ
Electrovore,6560,2025-03-29,8531,US,https://www.youtube.com/channel/UCaNVtLL_NnCBGPj85JLsefA,UCaNVtLL_NnCBGPj85JLsefA
Infinite VFX,11300,2024-12-28,13320,IN,https://www.youtube.com/channel/UC_4mBTRzNJ9yBCDCEZ-focQ,UC_4mBTRzNJ9yBCDCEZ-focQ
InLightVFX,80700,,,US,https://www.youtube.com/channel/UCLrs8KcyJ13WQ7kO7mMCkPQ,UCLrs8KcyJ13WQ7kO7mMCkPQ
슈의3D노트,6940,2025-09-28,4512,KR,https://www.youtube.com/channel/UCWMnhKS9QqJtydLrYhNmSyw,UCWMnhKS9QqJtydLrYhNmSyw
VFX Tutors,13800,2025-02-07,1037,GB,https://www.youtube.com/channel/UCH-yvMyrELHEyAEKqf47t1A,UCH-yvMyrELHEyAEKqf47t1A
VFX VIBE,22100,2025-11-15,390,IN,https://www.youtube.com/channel/UCoViRkhYrtfuaya-yqvjICQ,UCoViRkhYrtfuaya-yqvjICQ
똘킹,925000,2025-11-17,497751,KR,https://www.youtube.com/channel/UCnQRkIhRmXrxGrK4-8n-lVw,UCnQRkIhRmXrxGrK4-8n-lVw
Christianx07,67500,2025-11-16,82083,BR,https://www.youtube.com/channel/UCZlpmqzara2oQTnd4iI6LjQ,UCZlpmqzara2oQTnd4iI6LjQ
Bad Decisions Studio ,253000,2025-11-14,2676,CA,https://www.youtube.com/channel/UCOQ6GGRyyu8S3jahnUz2zHw,UCOQ6GGRyyu8S3jahnUz2zHw
Ariana Grande - Topic,393000,,,,https://www.youtube.com/channel/UC0076UMUgEng8HORUw_MYHA,UC0076UMUgEng8HORUw_MYHA
Sens 3D,13600,2023-11-13,5350,KR,https://www.youtube.com/channel/UC8pAYq26g9-pmmztKKoCrAw,UC8pAYq26g9-pmmztKKoCrAw
Hooson,7350,2021-12-20,50536,US,https://www.youtube.com/channel/UCyfDIev6iUOmwjiS4Tr__Wg,UCyfDIev6iUOmwjiS4Tr__Wg
 민스틴 Minstin,14500,2025-11-15,41948,KR,https://www.youtube.com/channel/UCrpKq_Q4lYKOduDFUFU1LTQ,UCrpKq_Q4lYKOduDFUFU1LTQ
Rohit Verma,23500,2025-11-17,2975,IN,https://www.youtube.com/channel/UCPtI7IJLxHq_VPGWnkMWNWA,UCPtI7IJLxHq_VPGWnkMWNWA
겜있슈,6910,2025-11-16,296547,KR,https://www.youtube.com/channel/UC_KJX2cvVtsd7noKYCs2LoQ,UC_KJX2cvVtsd7noKYCs2LoQ
Planet 3DP,45300,2025-11-11,2139,US,https://www.youtube.com/channel/UC-1r00hBXtdwXKoUf4spYCA,UC-1r00hBXtdwXKoUf4spYCA
다pada,9600,2025-08-22,1493,KR,https://www.youtube.com/channel/UC7OKnZfaKJxL5KLRJOG8haw,UC7OKnZfaKJxL5KLRJOG8haw
ActionVFX,118000,2025-11-06,804,US,https://www.youtube.com/channel/UCqygDczqPpXGYqHXtcsmyFg,UCqygDczqPpXGYqHXtcsmyFg
Wonderwall. 원더월 ,27800,2024-12-05,0,KR,https://www.youtube.com/channel/UCX1qKoqSWfAK26SBt-WM9JA,UCX1qKoqSWfAK26SBt-WM9JA
HieuBui VFX,5370,2025-10-06,56,VN,https://www.youtube.com/channel/UCu0TKnWmpLkXQ3WBGO37txA,UCu0TKnWmpLkXQ3WBGO37txA
Julien Kaspar,8420,2018-11-13,66805,NL,https://www.youtube.com/channel/UC77wk1coLw9pXQiFl_Who1A,UC77wk1coLw9pXQiFl_Who1A
Shapr3D,172000,2025-11-14,6673,HU,https://www.youtube.com/channel/UCH90gLg5uMPqmAPis2dSDgQ,UCH90gLg5uMPqmAPis2dSDgQ
RYU Russell 러셀,184000,2023-01-15,403539,KR,https://www.youtube.com/channel/UCQ0XCG4FHzPdz6g_F-Uk9mA,UCQ0XCG4FHzPdz6g_F-Uk9mA
오토데스크코리아,39900,2025-11-17,113,KR,https://www.youtube.com/channel/UCPEEiW5Qcl14XaVN5OErnbQ,UCPEEiW5Qcl14XaVN5OErnbQ
Fattu Tutorials,192000,2025-11-14,2152,IN,https://www.youtube.com/channel/UC6SWCKmOGEUp82OdTV9fQkw,UC6SWCKmOGEUp82OdTV9fQkw
Gotye - Topic,26300,,,,https://www.youtube.com/channel/UCcrR-Or3AH2RKJqOntiD_Tw,UCcrR-Or3AH2RKJqOntiD_Tw
DIMA GD 2 ,122000,,,UA,https://www.youtube.com/channel/UCOtFuv0DpPzCVavtjSDt5Tw,UCOtFuv0DpPzCVavtjSDt5Tw
Mr Rhino3D,6580,2025-11-15,1948,DE,https://www.youtube.com/channel/UC_Mamb7bYX5S4c0ozOrF5lA,UC_Mamb7bYX5S4c0ozOrF5lA
오은환의 하이라이트,150000,2025-11-02,148920,KR,https://www.youtube.com/channel/UC71QYnWcf80_K8oZ8K6dMOQ,UC71QYnWcf80_K8oZ8K6dMOQ
FlyCat,405000,2025-10-30,20538,VN,https://www.youtube.com/channel/UCnXU0MjnApXHZkf3uGYbLSA,UCnXU0MjnApXHZkf3uGYbLSA
TUTO UNITY FR,96700,2025-11-06,1844,FR,https://www.youtube.com/channel/UCJRwb5W4ZzG43J5_dViL6Fw,UCJRwb5W4ZzG43J5_dViL6Fw
Ana Carolina Art,14500,2023-02-23,15819,US,https://www.youtube.com/channel/UCuUG_ols4-b-4Dl8efvBeNg,UCuUG_ols4-b-4Dl8efvBeNg
패션알맹이,21200,2025-11-06,22011,KR,https://www.youtube.com/channel/UCmRXrPWnsBdaqytn9KUt2dg,UCmRXrPWnsBdaqytn9KUt2dg
Darkfall,24700,2022-07-13,11989,GB,https://www.youtube.com/channel/UCOUWVGNhcHEICE8AjR8up3g,UCOUWVGNhcHEICE8AjR8up3g
