channel_name,subscribers,last_video_date,last_video_views,country,url,channel_id
경기콘텐츠진흥원,30500,2025-11-14,9,KR,https://www.youtube.com/channel/UCZNg5CV7KV4oIgLGP04TSdg,UCZNg5CV7KV4oIgLGP04TSdg
Tuto Unreal Engine FR,8140,2025-03-18,12394,FR,https://www.youtube.com/channel/UCsa4wHA-40mgNuOC91wJzfA,UCsa4wHA-40mgNuOC91wJzfA
Knightcube 3D,269000,2025-11-17,2990,IN,https://www.youtube.com/channel/UCvB2-KQUEwXSrzX4-lhEfPg,UCvB2-KQUEwXSrzX4-lhEfPg
Herschel Shapiro,422000,2025-09-26,16013742,PH,https://www.youtube.com/channel/UCTBClopX-LmHK39q9N-O4MQ,UCTBClopX-LmHK39q9N-O4MQ
BSP Studios,19400,2025-06-16,4163,DE,https://www.youtube.com/channel/UCXhpMnpWih-Vgpbiiqt8pvQ,UCXhpMnpWih-Vgpbiiqt8pvQ
Rock Aftab71,11300,2025-11-16,2879,IN,https://www.youtube.com/channel/UCfxdTnK7EM2sxGS089mclMg,UCfxdTnK7EM2sxGS089mclMg
머니인사이드,1860000,2025-11-15,188383,KR,https://www.youtube.com/channel/UCxfko2YOD6DODYRGzeOPhIQ,UCxfko2YOD6DODYRGzeOPhIQ
롤스토리디자인연구소,331000,2025-11-17,50,KR,https://www.youtube.com/channel/UCL6y-MRePH3-qV2ClOoetkw,UCL6y-MRePH3-qV2ClOoetkw
Unreal Engine KR,62600,2025-11-17,291,KR,https://www.youtube.com/channel/UCTQY8S4wYR93jkYC649_p0g,UCTQY8S4wYR93jkYC649_p0g
세상에 이런 곳이,6050,2025-09-07,159217,KR,https://www.youtube.com/channel/UCKwFbPEq3sWDlnJlcH35sag,UCKwFbPEq3sWDlnJlcH35sag
Concepts Design Studio,132000,2025-11-17,1143,,https://www.youtube.com/channel/UCdi-7AU4_3RvbLgkchAaa_g,UCdi-7AU4_3RvbLgkchAaa_g
개미없의 포켓몬도감,7170,2025-11-16,110743,KR,https://www.youtube.com/channel/UCDPcMvSuODqQ-B9DB7JTGGA,UCDPcMvSuODqQ-B9DB7JTGGA
우주하마,2150000,2025-11-17,23502,KR,https://www.youtube.com/channel/UC2NFRq9s2neD_Ml0tPhNC2Q,UC2NFRq9s2neD_Ml0tPhNC2Q
한다혜,13000,2021-12-11,162932,KR,https://www.youtube.com/channel/UCAHk2neku7kWWYFHNSwzeGg,UCAHk2neku7kWWYFHNSwzeGg
Texture-Packs.com: Minecraft!,217000,2025-11-16,1647,DE,https://www.youtube.com/channel/UCG6DZLlRAlq4K3MhcDFpOVg,UCG6DZLlRAlq4K3MhcDFpOVg
NHN,5780,2025-10-30,147,,https://www.youtube.com/channel/UCMEfq7bqJwujrM5oEEhhmYw,UCMEfq7bqJwujrM5oEEhhmYw
Blender Box,22300,2023-05-14,7914,GB,https://www.youtube.com/channel/UCfnz7ZdzErx9eyRTBDicG4Q,UCfnz7ZdzErx9eyRTBDicG4Q
Stray Kids - Topic,65700,,,,https://www.youtube.com/channel/UCIMmuidNJdncfMEelOU08Fg,UCIMmuidNJdncfMEelOU08Fg
Zane Hoyer,51500,2025-11-06,16987,,https://www.youtube.com/channel/UC5g1kvyNO83VDWfb6sOVHeg,UC5g1kvyNO83VDWfb6sOVHeg
AI싱크클럽,5850,2025-10-23,832,KR,https://www.youtube.com/channel/UCouEEn-xhyTN9K6wSXjBbVQ,UCouEEn-xhyTN9K6wSXjBbVQ
Sens 3D,13600,2023-11-13,5348,KR,https://www.youtube.com/channel/UC8pAYq26g9-pmmztKKoCrAw,UC8pAYq26g9-pmmztKKoCrAw
롸정TV 게임친구,51900,2025-11-15,4031,KR,https://www.youtube.com/channel/UCGtxEBBLM8l3B29fc_Aftaw,UCGtxEBBLM8l3B29fc_Aftaw
Premiere Basics,601000,2025-11-13,8386,BE,https://www.youtube.com/channel/UCz9tNkbNLP8HoZipU6KX7NA,UCz9tNkbNLP8HoZipU6KX7NA
선물포장 스튜디오 _ 롤티앤,5090,2018-03-13,10196,,https://www.youtube.com/channel/UCNFA34mQOszqZQAI9gE64pQ,UCNFA34mQOszqZQAI9gE64pQ
VFX Tutors,13800,2025-02-07,1036,GB,https://www.youtube.com/channel/UCH-yvMyrELHEyAEKqf47t1A,UCH-yvMyrELHEyAEKqf47t1A
RAUM,70000,2025-11-16,26548,,https://www.youtube.com/channel/UC-qf0ybcPFQG5smUQJa1tkw,UC-qf0ybcPFQG5smUQJa1tkw
모두의연구소,11500,2025-11-17,0,KR,https://www.youtube.com/channel/UCv4U1uZvuxopMj8xiPXIBMQ,UCv4U1uZvuxopMj8xiPXIBMQ
스토리아티스트 홍수,20200,2025-03-30,2810,,https://www.youtube.com/channel/UCVsP9S68PtHOjTGYcsyQhiw,UCVsP9S68PtHOjTGYcsyQhiw
푸먹_foomuk,1700000,2025-10-25,2114085,KR,https://www.youtube.com/channel/UCOszRhGW_mW8yPYKhLuULMw,UCOszRhGW_mW8yPYKhLuULMw
Zertox,68100,2025-10-21,10962,GB,https://www.youtube.com/channel/UCWndIwXrmg72Vk5iSOjkzrQ,UCWndIwXrmg72Vk5iSOjkzrQ
Harsh Gautam,27600,2025-11-17,276,US,https://www.youtube.com/channel/UCG6v_5aFoc4AOipNDzxQOkg,UCG6v_5aFoc4AOipNDzxQOkg
Board Game Design Lab,12600,2024-02-26,4444,US,https://www.youtube.com/channel/UCE086xjvG2NNVaoUfuMw7dA,UCE086xjvG2NNVaoUfuMw7dA
홍정모,66500,2025-11-11,5299,US,https://www.youtube.com/channel/UCg6IlhycdYiK_nWB3spjIqA,UCg6IlhycdYiK_nWB3spjIqA
2AM,76700,2025-11-08,28268,CA,https://www.youtube.com/channel/UCI7XWNL-pkqYeY9MLyL5roQ,UCI7XWNL-pkqYeY9MLyL5roQ
Unreal Engine JP,41600,2025-11-12,1490,JP,https://www.youtube.com/channel/UCUI8jWalKaZ3HsT_-0qTqWg,UCUI8jWalKaZ3HsT_-0qTqWg
블리bli_d(BLI),7400,2025-09-18,564,KR,https://www.youtube.com/channel/UCZeFxU4IHPQKdvritnKdZXA,UCZeFxU4IHPQKdvritnKdZXA
모카당,74100,2025-11-17,1318,KR,https://www.youtube.com/channel/UCzfBPBJZNZ9-CX3NThcnJzw,UCzfBPBJZNZ9-CX3NThcnJzw
게임개발짝,5330,2025-02-25,341,KR,https://www.youtube.com/channel/UCXFQNnD0LBFqm5YPoPGXQbQ,UCXFQNnD0LBFqm5YPoPGXQbQ
Yogesh Tech World,29200,2025-11-15,1509,IN,https://www.youtube.com/channel/UCa_fx0wTXsg4nTEdNLiIx2Q,UCa_fx0wTXsg4nTEdNLiIx2Q
Colin Pomeroy,39500,2025-11-16,1627,US,https://www.youtube.com/channel/UCyslF7Xweif3VcFYXMllU5Q,UCyslF7Xweif3VcFYXMllU5Q
주어니,10300,2024-09-03,826124,,https://www.youtube.com/channel/UC61YmHO9Ya4D9eVJzBk5dkA,UC61YmHO9Ya4D9eVJzBk5dkA
편집하는남자,60300,2025-11-17,219,KR,https://www.youtube.com/channel/UCbTbuhbYPJoGCHd93di7IWQ,UCbTbuhbYPJoGCHd93di7IWQ
이원재의 건축레시피,15600,2025-11-06,1676,,https://www.youtube.com/channel/UCtGVQy5a-GDw9c_nLxMlOmg,UCtGVQy5a-GDw9c_nLxMlOmg
Blender Bob,36800,2025-11-07,447,CA,https://www.youtube.com/channel/UC3HUESS7z-P1KqeuVMNAe4Q,UC3HUESS7z-P1KqeuVMNAe4Q
Art ClasShoo 클라슈,82200,2025-11-14,6287,KR,https://www.youtube.com/channel/UCAoAxNzvp45jBUwQiHqhJcg,UCAoAxNzvp45jBUwQiHqhJcg
RELLGames,2050000,2025-07-08,648338,US,https://www.youtube.com/channel/UCLaduTRRWdzU8kq9AoqTRlw,UCLaduTRRWdzU8kq9AoqTRlw
Blender 3D Architect,5600,2025-11-13,1175,US,https://www.youtube.com/channel/UC2wnD4LJKwbsK48FKJ7TX3A,UC2wnD4LJKwbsK48FKJ7TX3A
Enzo Minarro,5520,2025-02-26,1249,,https://www.youtube.com/channel/UCFgeUjB1sfXOMeRBvi8r0Eg,UCFgeUjB1sfXOMeRBvi8r0Eg
Motion Dreams,33300,2025-11-01,1813,LK,https://www.youtube.com/channel/UCpIq-U5cRNfDXBTBbwfZz_Q,UCpIq-U5cRNfDXBTBbwfZz_Q
Grzegorz Baran,12200,,,GB,https://www.youtube.com/channel/UCq-MYkGtitFwgvf8BRXB9kA,UCq-MYkGtitFwgvf8BRXB9kA
Editing Edition,273000,2025-11-15,10831,IN,https://www.youtube.com/channel/UC_5wxMgv9mTtqV_9dJErn_g,UC_5wxMgv9mTtqV_9dJErn_g
KBS대전 뉴스,88700,2025-11-16,122,KR,https://www.youtube.com/channel/UCGNza5Bq2fQFYquMgd9CeHg,UCGNza5Bq2fQFYquMgd9CeHg
KPIX | CBS NEWS BAY AREA,460000,2025-11-17,26,US,https://www.youtube.com/channel/UCF4LEacx9sDvAbEJnlaJfKQ,UCF4LEacx9sDvAbEJnlaJfKQ
Hj,7770,2025-11-13,228,KR,https://www.youtube.com/channel/UCTBu37OlghCIVxgklhRadXg,UCTBu37OlghCIVxgklhRadXg
harmoniq,1200000,2025-11-16,23098,,https://www.youtube.com/channel/UC-j-IvsQ_u7vQXEPT-S8EPQ,UC-j-IvsQ_u7vQXEPT-S8EPQ
Madia Designer,369000,2025-11-16,1278,KR,https://www.youtube.com/channel/UCxRnfrmJAkRLarzeBJETB5g,UCxRnfrmJAkRLarzeBJETB5g
Creator Sergeant - Julian Woldan,24700,2025-11-16,444,IT,https://www.youtube.com/channel/UCDMmCDCbNNKpniqLaxAvNMw,UCDMmCDCbNNKpniqLaxAvNMw
CODEMOD | 코드모드 블렌더,33600,2025-11-15,166,KR,https://www.youtube.com/channel/UCK7x8QIfOxKdlF0waDhLaGA,UCK7x8QIfOxKdlF0waDhLaGA
하늘이고싶다💭,19300,2025-10-29,453,KR,https://www.youtube.com/channel/UCYDHcQ2FzJwrbJ6G-lxCZ-Q,UCYDHcQ2FzJwrbJ6G-lxCZ-Q
드론회사사람들,19100,2025-11-17,57,KR,https://www.youtube.com/channel/UCDvDDqKD9nkysD0Qoo8kmpQ,UCDvDDqKD9nkysD0Qoo8kmpQ
On Mars 3D,97600,2025-11-16,8545,US,https://www.youtube.com/channel/UCR5O7XNqQ9Fc_unQrgLnAIw,UCR5O7XNqQ9Fc_unQrgLnAIw
Video Copilot,786000,2016-03-06,3914878,,https://www.youtube.com/channel/UCWp2Kj8aD9XlCGiIZzwHciw,UCWp2Kj8aD9XlCGiIZzwHciw
DualWielded,48200,2025-05-07,488385,NL,https://www.youtube.com/channel/UCZ-KsjAT8-39iRpGwqVH2qA,UCZ-KsjAT8-39iRpGwqVH2qA
Blackthornprod,605000,2025-11-14,88611,FR,https://www.youtube.com/channel/UC9Z1XWw1kmnvOOFsj6Bzy2g,UC9Z1XWw1kmnvOOFsj6Bzy2g
SolidWorks Tutorial ☺,347000,2025-11-17,69,,https://www.youtube.com/channel/UCtwaWPOXEBysZLh1rrPzwFw,UCtwaWPOXEBysZLh1rrPzwFw
김렌더,21700,2022-10-24,6300,KR,https://www.youtube.com/channel/UCXiUzpayY0TH9JRedTpcxRA,UCXiUzpayY0TH9JRedTpcxRA
VFXstudy,35800,2025-07-07,537,US,https://www.youtube.com/channel/UC8XOaysyWKZ1gX_58QiqUXg,UC8XOaysyWKZ1gX_58QiqUXg
오냥냥ONiangNiang,15400,2025-10-01,129,KR,https://www.youtube.com/channel/UCSDt1McU9QUWITZGe8EO9CA,UCSDt1McU9QUWITZGe8EO9CA
Josh - Blender Bros,244000,2025-11-12,4341,US,https://www.youtube.com/channel/UCXfGjwohMgPm4Ng2e1FXySw,UCXfGjwohMgPm4Ng2e1FXySw
Unity Japan,76100,2025-11-13,477,JP,https://www.youtube.com/channel/UCCdskievdAtH6AtPeEfTqEg,UCCdskievdAtH6AtPeEfTqEg
메이커 다은쌤,33400,2025-11-17,390,KR,https://www.youtube.com/channel/UC-TbOuCyTywTg9G9e_LWAbg,UC-TbOuCyTywTg9G9e_LWAbg
mz_eth,39500,2025-11-01,18687,US,https://www.youtube.com/channel/UCaWuJFUvB6RvnvzH4yn6v5A,UCaWuJFUvB6RvnvzH4yn6v5A
Royal Skies,279000,2025-11-16,3498,US,https://www.youtube.com/channel/UC2U5mRfclG1Rrr1ztNkpGKA,UC2U5mRfclG1Rrr1ztNkpGKA
Ghost Designer,21400,2025-10-19,21908,,https://www.youtube.com/channel/UCGR5lXiGLPzh5r5oA_Qpr7Q,UCGR5lXiGLPzh5r5oA_Qpr7Q
Kids2Kids,935000,2025-11-14,53910,US,https://www.youtube.com/channel/UC5LkU2y50pyN8j1JDgEmjwg,UC5LkU2y50pyN8j1JDgEmjwg
나다울 디자인,5000,2025-11-05,6999,KR,https://www.youtube.com/channel/UCBmte3BzLmoEbwKwgbddqLw,UCBmte3BzLmoEbwKwgbddqLw
제니파크Jennypark,1410000,2025-11-15,52492,KR,https://www.youtube.com/channel/UCQFyWQ7E2VhjUvtRgPl-WpQ,UCQFyWQ7E2VhjUvtRgPl-WpQ
라미스3D,70700,2025-11-15,37290,KR,https://www.youtube.com/channel/UC84l6kmc3z5aKwgKKI3PUlw,UC84l6kmc3z5aKwgKKI3PUlw
Insight - 실무 그 이상을 넘는 인사이트,29300,2025-09-08,298,KR,https://www.youtube.com/channel/UCZjn4rmyXkpNukF3ibxHgaw,UCZjn4rmyXkpNukF3ibxHgaw
ArTech,21300,2025-09-20,556,KR,https://www.youtube.com/channel/UCYMG6ButVUpNPl1u8bF-YvQ,UCYMG6ButVUpNPl1u8bF-YvQ
Poliigon,86300,2025-10-13,627,AU,https://www.youtube.com/channel/UCWgn0IupCxKKxjPDn3NHMWg,UCWgn0IupCxKKxjPDn3NHMWg
마케팅뷰 서별님,47600,2025-10-31,2034,KR,https://www.youtube.com/channel/UCUqxt0_qOWTPoG63OLPnUWA,UCUqxt0_qOWTPoG63OLPnUWA
JSFILMZ,109000,2025-11-05,996,US,https://www.youtube.com/channel/UCoJun_nF0I90wzXq5t4SdqA,UCoJun_nF0I90wzXq5t4SdqA
3d 2d YouTube Channel,6040,2025-03-15,8292,TH,https://www.youtube.com/channel/UCal1yVc0fT4MdNpftWfcK6Q,UCal1yVc0fT4MdNpftWfcK6Q
AI 3D CINEMA,33900,2025-11-16,4842,TW,https://www.youtube.com/channel/UCjsJyFNx4AiPM5oR3Kgk_hA,UCjsJyFNx4AiPM5oR3Kgk_hA
theartge,368000,2025-11-16,1750,US,https://www.youtube.com/channel/UCQy-Vk9G4gwy2Jk_h3Fb0CQ,UCQy-Vk9G4gwy2Jk_h3Fb0CQ
PIXXO 3D,257000,2025-11-16,920,AU,https://www.youtube.com/channel/UCNxIpuJ9MF8rcl9rrXAPUdQ,UCNxIpuJ9MF8rcl9rrXAPUdQ
3D Modeling and Design,199000,2025-11-15,720,,https://www.youtube.com/channel/UCSLLdTBwLMfTKWS56tOiQpw,UCSLLdTBwLMfTKWS56tOiQpw
펄크루트,7040,2025-11-13,625,KR,https://www.youtube.com/channel/UCTnYEWZEBuxwngYZ-dezjXg,UCTnYEWZEBuxwngYZ-dezjXg
포리얼,218000,2025-09-01,2102,KR,https://www.youtube.com/channel/UCME4967gXn56NzOlVCTxXkA,UCME4967gXn56NzOlVCTxXkA
N-hance School ,22400,2020-03-19,112882756,,https://www.youtube.com/channel/UCey_ZKOcZAhqNIAqRK3lM3g,UCey_ZKOcZAhqNIAqRK3lM3g
VFX Central,23300,2025-10-17,3439,US,https://www.youtube.com/channel/UCwX1O0jnZT0SK2Um-WkJQOA,UCwX1O0jnZT0SK2Um-WkJQOA
Rhino 3D (Rhinoceros3d official),41300,2025-09-24,4279,US,https://www.youtube.com/channel/UCFk2HeZDZprti9Sm5LWeMPA,UCFk2HeZDZprti9Sm5LWeMPA
Muse.,10200,2024-10-30,3886,,https://www.youtube.com/channel/UCipohbZRyA41WW1LVUuu1OA,UCipohbZRyA41WW1LVUuu1OA
Shutter Authority,5020000,2025-10-26,13183,IN,https://www.youtube.com/channel/UCd4iew3AeLPRSCWwu2OitEw,UCd4iew3AeLPRSCWwu2OitEw
유튜브신쌤,138000,2025-11-04,78016,KR,https://www.youtube.com/channel/UC-6DLwseTZG-l4JprVV2MIQ,UC-6DLwseTZG-l4JprVV2MIQ
Noxx Art,37700,2024-07-18,4484,DE,https://www.youtube.com/channel/UC4cmzdFjwVhu9tptblw2Myw,UC4cmzdFjwVhu9tptblw2Myw
IanHubert,742000,,,,https://www.youtube.com/channel/UCbmxZRQk-X0p-TOxd6PEYJA,UCbmxZRQk-X0p-TOxd6PEYJA
1theK (원더케이),25100000,2025-11-10,720272,,https://www.youtube.com/channel/UCweOkPb1wVVH0Q0Tlj4a5Pw,UCweOkPb1wVVH0Q0Tlj4a5Pw
혜안,2860000,2025-11-16,175516,KR,https://www.youtube.com/channel/UC8CIM3d3zDYMk-3T5aAz0yw,UC8CIM3d3zDYMk-3T5aAz0yw
John Dickinson,30500,2025-10-21,660,AU,https://www.youtube.com/channel/UCHN22D0BxseUPc5yklSDeGw,UCHN22D0BxseUPc5yklSDeGw
반토막AI | 효율적인 AI 활용법,21800,2025-11-11,2227,KR,https://www.youtube.com/channel/UCcCC48lEdpXPzj5auhnMFxg,UCcCC48lEdpXPzj5auhnMFxg
숏카츠,14800,2025-11-14,117416,KR,https://www.youtube.com/channel/UCrJzLVoPHapPGdtcIGETMnQ,UCrJzLVoPHapPGdtcIGETMnQ
polygonpen,73500,2025-11-10,0,TR,https://www.youtube.com/channel/UCyowChgs-7b38q2Bi0cKXOA,UCyowChgs-7b38q2Bi0cKXOA
Zero to AI Hero,23100,2025-11-16,6218,GB,https://www.youtube.com/channel/UCK-Yq0PKk97nWXNSqmLeXOg,UCK-Yq0PKk97nWXNSqmLeXOg
티타임즈TV,344000,2025-11-15,2069,KR,https://www.youtube.com/channel/UCelFN6fJ6OY6v8pbc_SLiXA,UCelFN6fJ6OY6v8pbc_SLiXA
Rahil Jindran,1470000,2025-11-08,2214085,IN,https://www.youtube.com/channel/UCO6rO-3HJnUy-bHD5Jq3_gA,UCO6rO-3HJnUy-bHD5Jq3_gA
Danny Mac 3D,303000,2025-05-06,44829,GB,https://www.youtube.com/channel/UC10BuhxlV7Y53R0l9RJimmA,UC10BuhxlV7Y53R0l9RJimmA
In Loving Memory Tributes,132000,2023-07-31,1113,US,https://www.youtube.com/channel/UCwDq9wlT9ugoj2ZLFPTd1RA,UCwDq9wlT9ugoj2ZLFPTd1RA
VFX Shack,13700,2025-09-07,1927,IN,https://www.youtube.com/channel/UC7odN5obV10r_Ic5o_ra_UA,UC7odN5obV10r_Ic5o_ra_UA
Infinite VFX,11300,2024-12-28,13308,IN,https://www.youtube.com/channel/UC_4mBTRzNJ9yBCDCEZ-focQ,UC_4mBTRzNJ9yBCDCEZ-focQ
디자인읽기 GooRyong Kang,7100,,,KR,https://www.youtube.com/channel/UCf-Pthp9Zc9ECH1D_G_-k2w,UCf-Pthp9Zc9ECH1D_G_-k2w
Joyeonoo 연우,10900,2025-11-16,2119,,https://www.youtube.com/channel/UCgjjOCl_ZCoN2j1n4Ml2v-w,UCgjjOCl_ZCoN2j1n4Ml2v-w
3D Animation Blender,419000,2025-11-16,83662,US,https://www.youtube.com/channel/UCljfTkPD_A3HD22TqG32WFw,UCljfTkPD_A3HD22TqG32WFw
문앞에 놔주세요,84300,2025-11-13,63746,,https://www.youtube.com/channel/UC9Y3V-kq6vedq3ImuScC5UA,UC9Y3V-kq6vedq3ImuScC5UA
Stan 3D,218000,2025-11-14,21524,,https://www.youtube.com/channel/UCR2_6XTV7b1IkHDvXNG5phQ,UCR2_6XTV7b1IkHDvXNG5phQ
Unity Korea,41500,2025-11-17,0,KR,https://www.youtube.com/channel/UCQArZVLg7Omzg4cBReJTS3w,UCQArZVLg7Omzg4cBReJTS3w
VFX Studio Koliba,112000,2024-12-29,3387,,https://www.youtube.com/channel/UCHWhkJFKGQ0EGWh_UjWVq_Q,UCHWhkJFKGQ0EGWh_UjWVq_Q
요키미,108000,2025-11-16,20003,KR,https://www.youtube.com/channel/UCu-xn8DJUpT8JdG06Ts0anA,UCu-xn8DJUpT8JdG06Ts0anA
페이퍼로지,260000,2025-11-12,4939,KR,https://www.youtube.com/channel/UCowbfOj8HKvTeL6KGIt2waw,UCowbfOj8HKvTeL6KGIt2waw
REA:TIC[리틱],102000,2025-11-07,39368,KR,https://www.youtube.com/channel/UCjyew8VVmM3iM4AbncEn3IQ,UCjyew8VVmM3iM4AbncEn3IQ
YTN 사이언스 투데이,122000,2025-11-17,2,KR,https://www.youtube.com/channel/UCUkuuoNkyVBFWojFW-SPmTw,UCUkuuoNkyVBFWojFW-SPmTw
𝙐𝙣𝙥𝙡𝙪𝙜𝙜𝙚𝙙.,7160,2024-04-01,13665,,https://www.youtube.com/channel/UC9-EvOGaCm7VJ1Zqm1DEP6Q,UC9-EvOGaCm7VJ1Zqm1DEP6Q
리코,26200,2025-11-08,2200,KR,https://www.youtube.com/channel/UCz3OnW4YamJp6xxrl9cS_Fg,UCz3OnW4YamJp6xxrl9cS_Fg
블렌더하는 땅킹,19800,2025-11-05,17651,KR,https://www.youtube.com/channel/UCHhLlESMqmvKlWCNQzobAkQ,UCHhLlESMqmvKlWCNQzobAkQ
Architecture Topics,146000,2025-11-15,5209,TR,https://www.youtube.com/channel/UCAZmf-rSBpnyPufbKszJQcQ,UCAZmf-rSBpnyPufbKszJQcQ
iMeshh 3D Models,37100,2025-10-06,1583,GB,https://www.youtube.com/channel/UCYdjtG-RApzP7jMVzWQgJnQ,UCYdjtG-RApzP7jMVzWQgJnQ
Redmoon Studio,6030,2025-10-16,105,,https://www.youtube.com/channel/UC0CuQYRsb-XmLg2G-Nf-Euw,UC0CuQYRsb-XmLg2G-Nf-Euw
Pixel Architect,189000,2025-09-27,23677,CA,https://www.youtube.com/channel/UCo57r5geuOTZzu1CoHbGbtQ,UCo57r5geuOTZzu1CoHbGbtQ
Valem,93200,2025-11-05,12910,BE,https://www.youtube.com/channel/UCPJlesN59MzHPPCp0Lg8sLw,UCPJlesN59MzHPPCp0Lg8sLw
Pascal CGI,57900,2025-11-15,2983,DE,https://www.youtube.com/channel/UCxyPzzacWch-lnWCCWbIhEQ,UCxyPzzacWch-lnWCCWbIhEQ
Planet 3DP,45200,2025-11-11,2073,US,https://www.youtube.com/channel/UC-1r00hBXtdwXKoUf4spYCA,UC-1r00hBXtdwXKoUf4spYCA
까망고니,42700,2025-10-28,521,KR,https://www.youtube.com/channel/UC0_NSkjGfkc1x2TLsQrz1Kg,UC0_NSkjGfkc1x2TLsQrz1Kg
그샀,5740,2025-11-05,5070,,https://www.youtube.com/channel/UCDm5W8HGPx5bcfhFlMnIFVg,UCDm5W8HGPx5bcfhFlMnIFVg
Astoaria,11200,2025-11-15,1913,IT,https://www.youtube.com/channel/UCdb9bWTIVqHDIcs0oGw__fw,UCdb9bWTIVqHDIcs0oGw__fw
Unreal Sensei,545000,2025-11-13,274256,US,https://www.youtube.com/channel/UCue7TFlrt9FxXarpsl872Dg,UCue7TFlrt9FxXarpsl872Dg
비크닉,147000,2025-10-29,2045,KR,https://www.youtube.com/channel/UCa_oAsyQTCjuKNKdAtU1IBA,UCa_oAsyQTCjuKNKdAtU1IBA
SFFILMSCHOOL 마야학원 CG&VFX 3D애니메이션학원,13800,2025-11-17,150,KR,https://www.youtube.com/channel/UCZtjKiYdvvzlUO3kWStWyyw,UCZtjKiYdvvzlUO3kWStWyyw
Art School of SF Bay (www.artschoolsfbay.com),9290,2025-11-10,730,US,https://www.youtube.com/channel/UCTuVOjUdwcwORf8JYBh-f0g,UCTuVOjUdwcwORf8JYBh-f0g
시간순삭s,151000,2025-08-13,51229,KR,https://www.youtube.com/channel/UCGKIpPxf0U0WWOn6RsT1wGw,UCGKIpPxf0U0WWOn6RsT1wGw
춘그니 CHUN GEUNI,557000,2025-11-16,180001,KR,https://www.youtube.com/channel/UCjziMcC5Wcot5oTruyubPRQ,UCjziMcC5Wcot5oTruyubPRQ
RYU Russell 러셀,184000,2023-01-15,403521,KR,https://www.youtube.com/channel/UCQ0XCG4FHzPdz6g_F-Uk9mA,UCQ0XCG4FHzPdz6g_F-Uk9mA
Autodraft AI,52300,2025-11-17,400,IN,https://www.youtube.com/channel/UCvrpwVu5MajWIl6-L9rovAw,UCvrpwVu5MajWIl6-L9rovAw
방구석 리뷰룸,315000,2025-11-10,37191,KR,https://www.youtube.com/channel/UCZTjbqrV3s1zIWfEqliBhYA,UCZTjbqrV3s1zIWfEqliBhYA
Kumo Blender,80500,2025-04-05,46059,TH,https://www.youtube.com/channel/UC5GA5nrjEdAGHsYwmDOpEfQ,UC5GA5nrjEdAGHsYwmDOpEfQ
Maria Tokar,24200,2025-11-17,140,GB,https://www.youtube.com/channel/UCTwKoFLLMymqtLSWK0B4tRw,UCTwKoFLLMymqtLSWK0B4tRw
게임캔버스-게임기획개발아카데미,13200,2025-11-17,286,KR,https://www.youtube.com/channel/UCZ8xMlkBXBt5NKR62s2tDdw,UCZ8xMlkBXBt5NKR62s2tDdw
Bro 3D,33100,2025-05-03,1858,IN,https://www.youtube.com/channel/UCgC5UyskSzXEZ3ka3qGXKZw,UCgC5UyskSzXEZ3ka3qGXKZw
Gravity Sketch,25200,2025-11-04,1604,GB,https://www.youtube.com/channel/UCLdZXAkPK8aIB2NeBLMJt0Q,UCLdZXAkPK8aIB2NeBLMJt0Q
TheFatRat,6690000,2025-10-28,83786,US,https://www.youtube.com/channel/UCa_UMppcMsHIzb5LDx1u9zQ,UCa_UMppcMsHIzb5LDx1u9zQ
폰무위키,9580,2025-11-16,14844,KR,https://www.youtube.com/channel/UCZblSisoajvHOMnrMtVgdXg,UCZblSisoajvHOMnrMtVgdXg
PJ Chen Jewelry Design ,89400,2025-11-14,1850,US,https://www.youtube.com/channel/UCR3Dddx8nw4CYSkKmlvzXiA,UCR3Dddx8nw4CYSkKmlvzXiA
딥러닝논문읽기모임,13500,2025-11-01,443,KR,https://www.youtube.com/channel/UCDULrK2OJsiDhFroa2Aj_LQ,UCDULrK2OJsiDhFroa2Aj_LQ
SAPPHIRE,753000,2025-11-15,1994,GB,https://www.youtube.com/channel/UCrbrN66-0KK6DaLJg2t5fvQ,UCrbrN66-0KK6DaLJg2t5fvQ
Magnet VFX,137000,2025-11-16,2703,IN,https://www.youtube.com/channel/UCJNCeQGLZCgTHcAmtxN_mXw,UCJNCeQGLZCgTHcAmtxN_mXw
Fudge Dev,63500,,,US,https://www.youtube.com/channel/UC7uLbyjXHOAfaZXl5_kpxqA,UC7uLbyjXHOAfaZXl5_kpxqA
쭈햄 ㅣ jjuham,8540,2025-11-16,4533,KR,https://www.youtube.com/channel/UCMCXSO-APdo_UGwWVIkdtOQ,UCMCXSO-APdo_UGwWVIkdtOQ
Roger Coles | Canva Verified Expert,13700,,,,https://www.youtube.com/channel/UCjMIYYgg4sOrPCs49c9meFQ,UCjMIYYgg4sOrPCs49c9meFQ
포켓생물,416000,2025-11-11,1143186,KR,https://www.youtube.com/channel/UCBf_u5xLXzHV2nudWvFyPcQ,UCBf_u5xLXzHV2nudWvFyPcQ
시민개발자 구씨,41900,2025-11-16,2334,KR,https://www.youtube.com/channel/UCDLlMjELbrJdETmSiAB68AA,UCDLlMjELbrJdETmSiAB68AA
사나고 Sanago,4080000,2025-11-01,255619,KR,https://www.youtube.com/channel/UCd4FmcWIVdWAy0-Q8OJBloQ,UCd4FmcWIVdWAy0-Q8OJBloQ
