channel_name,subscribers,last_video_date,last_video_views,country,url,channel_id,,
AZTechnology,47000,2025/9/21,5284,KR,https://www.youtube.com/channel/UCpp1xltFiMwO1BHTHwuS7UA,UCpp1xltFiMwO1BHTHwuS7UA,,
Little Art Talks,46800,2023/9/24,2140,US,https://www.youtube.com/channel/UCnrh8VjdQiHDSWsnAUPVWww,UCnrh8VjdQiHDSWsnAUPVWww,,
꧁꽃비 ASMR꧂,46600,2025/7/1,3749,KR,https://www.youtube.com/channel/UCjTKj1K7OuxDhfqyW2H5BJA,UCjTKj1K7OuxDhfqyW2H5BJA,,
패스트캠퍼스,46200,2025/11/12,649,KR,https://www.youtube.com/channel/UC1LzvduPSKr9puUr-WJo9AA,UC1LzvduPSKr9puUr-WJo9AA,,
3D Prints&Builds,44100,2025/11/16,789,EE,https://www.youtube.com/channel/UCHyxt0Fz-HsA_-aH9v7WRLA,UCHyxt0Fz-HsA_-aH9v7WRLA,,
숏펀지,44000,2025/11/16,1163086,,https://www.youtube.com/channel/UCEDhmwkEvnnG62jELtEVtGA,UCEDhmwkEvnnG62jELtEVtGA,,
Triton Print 3D,43300,2025/11/9,2346,,https://www.youtube.com/channel/UCjdfjOU81IJz-rkFJBqlohw,UCjdfjOU81IJz-rkFJBqlohw,,
디자인편집샵 / Beyond Better Brand / BBB,42800,2025/11/14,9081,KR,https://www.youtube.com/channel/UCBcC8kBpIRs3BOaAODXh7WQ,UCBcC8kBpIRs3BOaAODXh7WQ,,
Dave / GameDevelopment,42800,2023/4/2,22008,US,https://www.youtube.com/channel/UCIWlCE2kt0RXCJLRp8HjhiQ,UCIWlCE2kt0RXCJLRp8HjhiQ,,
까망고니,42700,2025/10/28,519,KR,https://www.youtube.com/channel/UC0_NSkjGfkc1x2TLsQrz1Kg,UC0_NSkjGfkc1x2TLsQrz1Kg,,
MELR멜,42700,2025/11/12,1938,KR,https://www.youtube.com/channel/UCOKyeNGwEO_4JzNZpB0rqWA,UCOKyeNGwEO_4JzNZpB0rqWA,,
Sost cgTeCH,42300,2025/10/15,3784,TZ,https://www.youtube.com/channel/UCiHXOIBvWCUOh-hg9QdcEwQ,UCiHXOIBvWCUOh-hg9QdcEwQ,,
3DBONFIRE,41300,2025/10/29,2233,,https://www.youtube.com/channel/UCra-HdzzuBRQByUSJ4ubQOg,UCra-HdzzuBRQByUSJ4ubQOg,,
Rhino 3D (Rhinoceros3d official),41200,2025/9/24,4202,US,https://www.youtube.com/channel/UCFk2HeZDZprti9Sm5LWeMPA,UCFk2HeZDZprti9Sm5LWeMPA,,
AI김박사,40400,2025/7/28,38127,KR,https://www.youtube.com/channel/UCrV2hO-zcxTsZRR6l0nTlFw,UCrV2hO-zcxTsZRR6l0nTlFw,,
3D Beast,40000,2025/9/25,2507,US,https://www.youtube.com/channel/UCpJFDcvGuDMVE7GoAvkrGmw,UCpJFDcvGuDMVE7GoAvkrGmw,,
오토데스크코리아,39900,2025/11/16,162,KR,https://www.youtube.com/channel/UCPEEiW5Qcl14XaVN5OErnbQ,UCPEEiW5Qcl14XaVN5OErnbQ,,
김이솝의 AI 가이드,39800,2025/11/16,1930,,https://www.youtube.com/channel/UCjf8cxzqPlayWaJpmtvNC-A,UCjf8cxzqPlayWaJpmtvNC-A,,
TinkerTwist - 3D Printing,39800,2025/11/14,137503,US,https://www.youtube.com/channel/UCNJOHNmZAV5ZgwT8GBjadJg,UCNJOHNmZAV5ZgwT8GBjadJg,,
CG맨,39200,2025/10/21,1385,KR,https://www.youtube.com/channel/UCl4SM5lq--jqqI2u1z8Gfng,UCl4SM5lq--jqqI2u1z8Gfng,,
Visual Novel Design,39000,2025/9/30,4395,US,https://www.youtube.com/channel/UCWnLn-_RWxxgUenIY80KIPw,UCWnLn-_RWxxgUenIY80KIPw,,
3D Printed Props,38800,2025/11/5,225,US,https://www.youtube.com/channel/UCWK7kvUqsVLYfEtSMcwXT5g,UCWK7kvUqsVLYfEtSMcwXT5g,,
San Francisco Symphony,38500,2025/9/30,1980,,https://www.youtube.com/channel/UC0wRztEPtQWDXUybBpYRpaA,UC0wRztEPtQWDXUybBpYRpaA,,
San Francisco Ballet,38100,2025/11/12,16378,US,https://www.youtube.com/channel/UCAoVP6N_o0uhnxMsZiIigcA,UCAoVP6N_o0uhnxMsZiIigcA,,
inventormiguel,37300,2025/11/16,568,BR,https://www.youtube.com/channel/UCtKR9x60aF8SG8qngDc7elA,UCtKR9x60aF8SG8qngDc7elA,,
Stay Ready To 3D Print,37000,2025/11/5,3890,US,https://www.youtube.com/channel/UCXS90ukmtQo2kg3Ydf-cj3A,UCXS90ukmtQo2kg3Ydf-cj3A,,
적쌤,36900,2025/11/17,6845,,https://www.youtube.com/channel/UCHH9-LD2CseEkitqik82AQA,UCHH9-LD2CseEkitqik82AQA,,
Christopher 3D,36200,2025/11/13,2897,US,https://www.youtube.com/channel/UCu_PgLQjx8GI_Soe39PpC5Q,UCu_PgLQjx8GI_Soe39PpC5Q,,
인공지능 한이룸,35600,2025/11/14,1808,KR,https://www.youtube.com/channel/UCUxQ8mc0TJZP9NC1Wj9NUOg,UCUxQ8mc0TJZP9NC1Wj9NUOg,,
AI놀이터,34200,2025/11/10,1326,KR,https://www.youtube.com/channel/UCTr21s93d_hqeFtDqd8bQHw,UCTr21s93d_hqeFtDqd8bQHw,,
3D Print Dood,34200,2025/11/12,8208,US,https://www.youtube.com/channel/UCQz_bT9XdLZutlin8ULpfhA,UCQz_bT9XdLZutlin8ULpfhA,,
미노엔,33400,,,,https://www.youtube.com/channel/UClSKDeTRRciNq6GWSI9BKKg,UClSKDeTRRciNq6GWSI9BKKg,,
지니,32900,2024/9/12,24971,KR,https://www.youtube.com/channel/UCyZKmfImrZXeD2A0yPOqd2w,UCyZKmfImrZXeD2A0yPOqd2w,,
10X AI Club,32800,2025/4/14,13154,,https://www.youtube.com/channel/UCuWyONMstc7XVweGiHS38ZA,UCuWyONMstc7XVweGiHS38ZA,,
토크아이티(Talk IT),32400,2025/11/16,20,KR,https://www.youtube.com/channel/UCIIxE0wO6-BFt1H_bi8KqtQ,UCIIxE0wO6-BFt1H_bi8KqtQ,,
"Freedom Arts - 3D, AI & PC Tutorials",32300,2025/11/13,132,MY,https://www.youtube.com/channel/UCPi437n6fBnO_z0vexNgv_w,UCPi437n6fBnO_z0vexNgv_w,,
KeenTools,32300,2025/11/13,12155,US,https://www.youtube.com/channel/UCUL9n86w1_MYQmdg-aRhJDg,UCUL9n86w1_MYQmdg-aRhJDg,,
저세상개발자,30700,2025/11/12,22470,KR,https://www.youtube.com/channel/UCRIomWe2by56WTTeoRFdEJA,UCRIomWe2by56WTTeoRFdEJA,,
프로그래머 김플 스튜디오,30600,2025/2/15,1193,KR,https://www.youtube.com/channel/UCdNSo3yB5-FRTFGbUNKNnwQ,UCdNSo3yB5-FRTFGbUNKNnwQ,,
KRAFTON,30600,2025/11/13,13210,KR,https://www.youtube.com/channel/UCL-jo6xxhd52BavMVKclBJw,UCL-jo6xxhd52BavMVKclBJw,,
VFX Grace,30100,2025/11/13,5827,US,https://www.youtube.com/channel/UCi1gfzh-ZIQjphg2Xkj_OLA,UCi1gfzh-ZIQjphg2Xkj_OLA,,
ICON,30100,2025/11/12,64505,US,https://www.youtube.com/channel/UCqDIXfCk_j40QhgeNTuhwPA,UCqDIXfCk_j40QhgeNTuhwPA,,
3DQue – Automated 3D Printing & AI,30000,2025/9/3,565,CA,https://www.youtube.com/channel/UCjcaDR6cSaT_dzEXzkq1xEw,UCjcaDR6cSaT_dzEXzkq1xEw,,
여성동아,29900,2025/11/17,229,KR,https://www.youtube.com/channel/UCjGNfYjt4YF9Ni-re6eikaw,UCjGNfYjt4YF9Ni-re6eikaw,,
Satyam AI,29500,2025/11/16,315,IN,https://www.youtube.com/channel/UCPpecwq3qib6yHtbllnkemw,UCPpecwq3qib6yHtbllnkemw,,
EVP Channel,29400,2025/11/16,26,KR,https://www.youtube.com/channel/UCB_yOR4lWua5t8g9JpUodJA,UCB_yOR4lWua5t8g9JpUodJA,,
AI 겸임교수 이종범,29400,2025/11/15,1581,KR,https://www.youtube.com/channel/UCztt42h03X49HFRGW9--Bhg,UCztt42h03X49HFRGW9--Bhg,,
블링 블렌더,28500,2025/3/24,1184,KR,https://www.youtube.com/channel/UCeFFoDTFbijQpalmbJyS6mg,UCeFFoDTFbijQpalmbJyS6mg,,
CouchFerret makes Games,28300,2020/4/16,15995,HU,https://www.youtube.com/channel/UCp5WDvPDLCkSZWp9hP5xIvQ,UCp5WDvPDLCkSZWp9hP5xIvQ,,
NewJeans - Topic,28100,,,,https://www.youtube.com/channel/UCxOqS3cYg4FaHbobICo7nFQ,UCxOqS3cYg4FaHbobICo7nFQ,,
AI 오프너,27600,2025/11/16,2,KR,https://www.youtube.com/channel/UC3euqEWXruC9aAtfpgZBiMQ,UC3euqEWXruC9aAtfpgZBiMQ,,
카페인3D,27600,2025/9/23,6001,KR,https://www.youtube.com/channel/UCVh-Cf5beC6vH9lbIyLUa8g,UCVh-Cf5beC6vH9lbIyLUa8g,,
Shaullim,27600,2025/7/18,36838,US,https://www.youtube.com/channel/UC6lgmsvCr3K252NPPqcQS-w,UC6lgmsvCr3K252NPPqcQS-w,,
Harsh Gautam,27500,2025/11/14,15954,US,https://www.youtube.com/channel/UCG6v_5aFoc4AOipNDzxQOkg,UCG6v_5aFoc4AOipNDzxQOkg,,
3DWolf,27500,2025/9/10,3704,IN,https://www.youtube.com/channel/UCMznAz52INVYSOa6bt_xu3w,UCMznAz52INVYSOa6bt_xu3w,,
SPR Gallery,27300,2025/10/25,3922,IN,https://www.youtube.com/channel/UCVC67DF-7_eiVamzlJ7ccXQ,UCVC67DF-7_eiVamzlJ7ccXQ,,
Bilawal Sidhu,26800,2025/11/15,6035,US,https://www.youtube.com/channel/UC7bGK0A1weWfNaRfO0hGVdg,UC7bGK0A1weWfNaRfO0hGVdg,,
အောင်မင်း 2D 3D,26600,2025/11/15,7864,TH,https://www.youtube.com/channel/UCrJkIRG4fWPVwewrVPbrYTQ,UCrJkIRG4fWPVwewrVPbrYTQ,,
엔드플랜 Endplan AI,25300,2025/11/1,57890,KR,https://www.youtube.com/channel/UCZ4mb62ECiTMw8DcbBcMLmA,UCZ4mb62ECiTMw8DcbBcMLmA,,
Swoop Nebula,24900,2025/10/29,37284,US,https://www.youtube.com/channel/UCKAbjlK2R1FUsiWIeCUVhIA,UCKAbjlK2R1FUsiWIeCUVhIA,,
피튜브,24700,2025/11/12,4158,KR,https://www.youtube.com/channel/UCd7KZCoLd9JK_wNuLHQBPOA,UCd7KZCoLd9JK_wNuLHQBPOA,,
3DCoat,24700,2025/11/5,497,,https://www.youtube.com/channel/UCkj0Q5hTgsyROJU4dlNu0Mg,UCkj0Q5hTgsyROJU4dlNu0Mg,,
Darkfall,24700,2022/7/13,11987,GB,https://www.youtube.com/channel/UCOUWVGNhcHEICE8AjR8up3g,UCOUWVGNhcHEICE8AjR8up3g,,
VuVuu Inc.,24100,2025/11/16,3356,US,https://www.youtube.com/channel/UCXU6sW7I3If7Gx9yxOWqOfw,UCXU6sW7I3If7Gx9yxOWqOfw,,
오늘코딩,23900,2025/10/29,4974,KR,https://www.youtube.com/channel/UCGDJ6xYxrs9ijplSnY8GrHg,UCGDJ6xYxrs9ijplSnY8GrHg,,
조피디 연구소 JoPD LAB,23600,2025/11/11,1674,KR,https://www.youtube.com/channel/UCuCzulk9kEH8e97QFF6YBfQ,UCuCzulk9kEH8e97QFF6YBfQ,,
Jatin Tech Talks,23600,2025/11/17,83,IN,https://www.youtube.com/channel/UCYWo4n3iEmp3bAh9Cdd7vjQ,UCYWo4n3iEmp3bAh9Cdd7vjQ,,
Rohit Verma,23500,2025/11/11,1263,IN,https://www.youtube.com/channel/UCPtI7IJLxHq_VPGWnkMWNWA,UCPtI7IJLxHq_VPGWnkMWNWA,,
북리지,23300,2025/11/14,4917,KR,https://www.youtube.com/channel/UCl3N7XHLxcAeVtTZajvPatw,UCl3N7XHLxcAeVtTZajvPatw,,
Zero to AI Hero,23100,2025/11/16,4612,GB,https://www.youtube.com/channel/UCK-Yq0PKk97nWXNSqmLeXOg,UCK-Yq0PKk97nWXNSqmLeXOg,,
Sanctus - Blender 3D,22900,2025/10/19,1520,FR,https://www.youtube.com/channel/UCbpufmitzveCegE83tmclaA,UCbpufmitzveCegE83tmclaA,,
Sketch Design Craft,22900,2025/11/16,1093,FR,https://www.youtube.com/channel/UCU37dpt1eJx_PsGUW1yw-9Q,UCU37dpt1eJx_PsGUW1yw-9Q,,
쇼츠공장,22200,2023/2/15,17630,KR,https://www.youtube.com/channel/UCGNC-menSSUj2HvALTaMK5A,UCGNC-menSSUj2HvALTaMK5A,,
Unreal Germany,21800,2025/11/6,14705,DE,https://www.youtube.com/channel/UC3EwycoR7r6wtAKk8kwaoyg,UC3EwycoR7r6wtAKk8kwaoyg,,
이슈저장소_DISV,21600,2025/5/27,1789,,https://www.youtube.com/channel/UC5GqhULOUFc7Twh6n_U_fxg,UC5GqhULOUFc7Twh6n_U_fxg,,
Drifting Walnut,21600,2025/11/12,3362,,https://www.youtube.com/channel/UCy2duHBwZeKiJQmhGDaam1Q,UCy2duHBwZeKiJQmhGDaam1Q,,
숏마나,21500,2025/11/16,11601,KR,https://www.youtube.com/channel/UCcf0TYUGclFNxeUFijgxL6w,UCcf0TYUGclFNxeUFijgxL6w,,
ALL YOUR TECH 3D Printing,21500,2024/2/10,1066,US,https://www.youtube.com/channel/UCnzwx4nr25PCui9vmIV2dYg,UCnzwx4nr25PCui9vmIV2dYg,,
Brandon Santana,20700,2025/10/10,4685,US,https://www.youtube.com/channel/UC1ryynBWS7T3LY9k7qbyFzw,UC1ryynBWS7T3LY9k7qbyFzw,,
디자이너 덕디,20600,2025/11/16,1120,KR,https://www.youtube.com/channel/UCXWPZ-pCzj2xPc8bNOqvJlg,UCXWPZ-pCzj2xPc8bNOqvJlg,,
Mr. B's Brain,20300,2025/1/21,2859,US,https://www.youtube.com/channel/UCn2LD5eMhTMeCBa8Tr70qQg,UCn2LD5eMhTMeCBa8Tr70qQg,,
블렌더하는 땅킹,19800,2025/11/5,17518,KR,https://www.youtube.com/channel/UCHhLlESMqmvKlWCNQzobAkQ,UCHhLlESMqmvKlWCNQzobAkQ,,
Parveen 3D Artist,19600,2025/11/15,4472,IN,https://www.youtube.com/channel/UCLIuP-S7p4HSl0gPnde69pg,UCLIuP-S7p4HSl0gPnde69pg,,
Lighthoof Dryden,19600,2025/11/14,1697,US,https://www.youtube.com/channel/UCId6dSaE77w7C6y910enyng,UCId6dSaE77w7C6y910enyng,,
드론회사사람들,19100,2025/11/17,0,KR,https://www.youtube.com/channel/UCDvDDqKD9nkysD0Qoo8kmpQ,UCDvDDqKD9nkysD0Qoo8kmpQ,,
고라니TV - 게임개발 채널,19100,2025/7/5,626,KR,https://www.youtube.com/channel/UCqzWomWZKZUKOdT0sQdWFPQ,UCqzWomWZKZUKOdT0sQdWFPQ,,
Stefan 3D AI Lab,19000,2025/11/16,1176,ME,https://www.youtube.com/channel/UCRW08KcTVjXEmBzBsVl7XjA,UCRW08KcTVjXEmBzBsVl7XjA,,
uc studio,18900,2025/11/15,16263,UG,https://www.youtube.com/channel/UC7c_rUTT8mbhAcgGikivfQQ,UC7c_rUTT8mbhAcgGikivfQQ,,
Hamza N. Meo,18900,2025/9/21,2366,GB,https://www.youtube.com/channel/UCZOjKc_1BvWBktn6ZcDPH9g,UCZOjKc_1BvWBktn6ZcDPH9g,,
DesignGoRhythm,18500,2025/11/15,41,IN,https://www.youtube.com/channel/UCeGlcwE6gmXTYZfWeuIfggA,UCeGlcwE6gmXTYZfWeuIfggA,,
숏츠랜드,17300,2025/11/17,13576,KR,https://www.youtube.com/channel/UC1Y8cR5EuLGjDyLgdO6mFyg,UC1Y8cR5EuLGjDyLgdO6mFyg,,
Le Lu,17000,2025/11/9,5608,VE,https://www.youtube.com/channel/UCLYiSRFVyFVq72ZRLzQnSEQ,UCLYiSRFVyFVq72ZRLzQnSEQ,,
OffDaBench,16800,2025/11/13,743,US,https://www.youtube.com/channel/UCZqtMUN5an-JMagZMBOKA6g,UCZqtMUN5an-JMagZMBOKA6g,,
VirtualThreads - 3D Mockup Generator,16600,2025/11/12,1547,,https://www.youtube.com/channel/UCXbcT8CAizrH_VvrkDhAKvg,UCXbcT8CAizrH_VvrkDhAKvg,,
3D AI FUN,16600,2025/11/16,2159,IN,https://www.youtube.com/channel/UC6dpa_nii4RRuam7Z3DFRDQ,UC6dpa_nii4RRuam7Z3DFRDQ,,
EZ Unreal,16400,2025/11/14,1284,HR,https://www.youtube.com/channel/UC9mi7i2_KEthCozkAFz3AgA,UC9mi7i2_KEthCozkAFz3AgA,,
베르의 게임 개발 유튜브,16400,2022/11/17,9917,KR,https://www.youtube.com/channel/UC9j37A2ACL9ooSbsT4mtGww,UC9j37A2ACL9ooSbsT4mtGww,,
Thomas Stewart,16200,2025/10/10,2393,US,https://www.youtube.com/channel/UCzW1rJo_rZgBMXP0FTSFsAg,UCzW1rJo_rZgBMXP0FTSFsAg,,
튜이시,16000,2025/11/13,15,,https://www.youtube.com/channel/UChsu7XYyW28xF2xzbZFdysA,UChsu7XYyW28xF2xzbZFdysA,,
VFXEdu,15900,2025/11/16,499,KR,https://www.youtube.com/channel/UC3BaoTQ0TngNK0amK4I78Aw,UC3BaoTQ0TngNK0amK4I78Aw,,
놀고 싶은 노리_Nori the Playful,15700,2025/11/16,4169,KR,https://www.youtube.com/channel/UChlaPXU4xCwTcDgM42gbGKg,UChlaPXU4xCwTcDgM42gbGKg,,
디자이너 우앙 Oingt,15600,2025/11/15,4990,KR,https://www.youtube.com/channel/UCsBsU2OW1f1J4d93JRP3IgA,UCsBsU2OW1f1J4d93JRP3IgA,,
Simon Thommes,15400,2019/12/17,47590,DE,https://www.youtube.com/channel/UCzCcofKd2wi8UvdutOkxp2w,UCzCcofKd2wi8UvdutOkxp2w,,
maoly_studio,14800,2025/10/11,2568,,https://www.youtube.com/channel/UC1UILYDfxQHygvzlH7_uhdA,UC1UILYDfxQHygvzlH7_uhdA,,
Ana Carolina Art,14500,2023/2/23,15816,US,https://www.youtube.com/channel/UCuUG_ols4-b-4Dl8efvBeNg,UCuUG_ols4-b-4Dl8efvBeNg,,
3d illusions,14400,2025/9/22,180,GB,https://www.youtube.com/channel/UCN3DDqJGvLOi6Q8bGLhBhVg,UCN3DDqJGvLOi6Q8bGLhBhVg,,
spread education,14400,2025/11/17,0,IN,https://www.youtube.com/channel/UCFT-z_fcvOPsjMAFEWs-eag,UCFT-z_fcvOPsjMAFEWs-eag,,
NDC,14300,2025/8/12,2483,KR,https://www.youtube.com/channel/UC3ZjKSQX9JJRCjw3aSrBXSg,UC3ZjKSQX9JJRCjw3aSrBXSg,,
민스틴 Minstin,14200,2025/11/15,25389,KR,https://www.youtube.com/channel/UCrpKq_Q4lYKOduDFUFU1LTQ,UCrpKq_Q4lYKOduDFUFU1LTQ,,
Sebastian Patrick P.,13800,,,,https://www.youtube.com/channel/UCbJ1ItrGRaY7lSIDpwxNyVg,UCbJ1ItrGRaY7lSIDpwxNyVg,,
Ai Pro Mind,13700,2025/11/16,2133,IN,https://www.youtube.com/channel/UCNsS5xEmVcFZOl90ojSJnYg,UCNsS5xEmVcFZOl90ojSJnYg,,
VISUALISM 비주얼리즘,13600,2025/10/21,1446,KR,https://www.youtube.com/channel/UCL_gUlXYk-S79i2Piql21zQ,UCL_gUlXYk-S79i2Piql21zQ,,
딥러닝논문읽기모임,13500,2025/11/1,443,KR,https://www.youtube.com/channel/UCDULrK2OJsiDhFroa2Aj_LQ,UCDULrK2OJsiDhFroa2Aj_LQ,,
真探玩赚AI,13400,2025/11/15,6,HK,https://www.youtube.com/channel/UClYX0s4Ck8jkjpNye1bZ5Ig,UClYX0s4Ck8jkjpNye1bZ5Ig,,
Vizcom,13300,2025/11/12,1594,US,https://www.youtube.com/channel/UCU-XOa74z1aGdZRyvRBQ6UQ,UCU-XOa74z1aGdZRyvRBQ6UQ,,
PixelFire,13300,2025/11/13,13,US,https://www.youtube.com/channel/UCYk-yy4tkrWpvYu_iM6fjtA,UCYk-yy4tkrWpvYu_iM6fjtA,,
AISchool,13100,2025/11/13,298,KR,https://www.youtube.com/channel/UCSOYuo3uOG3GCUFIeB4or7A,UCSOYuo3uOG3GCUFIeB4or7A,,
Microsoft Game Dev,13100,2025/11/6,1830,US,https://www.youtube.com/channel/UCaCZHrQg_-qPrYIVsTFuUHg,UCaCZHrQg_-qPrYIVsTFuUHg,,
KIRI Engine - 3D Scanner App,13000,2025/11/14,1742,CA,https://www.youtube.com/channel/UCZ4BZY8jLuaQpzBuMqZCEFg,UCZ4BZY8jLuaQpzBuMqZCEFg,,
My 3D Print Lab,12900,2025/11/15,204,US,https://www.youtube.com/channel/UCiztUNUXkvetzfe-UR-y06w,UCiztUNUXkvetzfe-UR-y06w,,
unreal magic,12800,2025/5/8,2769,AT,https://www.youtube.com/channel/UClYR7ilx78ng-vol35LHm-Q,UClYR7ilx78ng-vol35LHm-Q,,
Vistasculpt,12700,2025/7/28,192221,,https://www.youtube.com/channel/UCrdndKrdH1mhsjsG9MN3ieA,UCrdndKrdH1mhsjsG9MN3ieA,,
Kams1,12400,2025/10/23,4523,,https://www.youtube.com/channel/UCYn4kU-hHkovqc3vHlQveUQ,UCYn4kU-hHkovqc3vHlQveUQ,,
PixelArtistry,12400,2025/11/16,1608,,https://www.youtube.com/channel/UCRGb8yCnI5-upL3hT4oiOZw,UCRGb8yCnI5-upL3hT4oiOZw,,
Digital Clay,12300,2023/9/6,451,IT,https://www.youtube.com/channel/UC_JzGeCHnGFHLFWynzX4zhA,UC_JzGeCHnGFHLFWynzX4zhA,,
Benji 3D,12200,2025/3/25,976,US,https://www.youtube.com/channel/UCXm3PIaUkWomn0d2O-KS0mw,UCXm3PIaUkWomn0d2O-KS0mw,,
서울대학교AI연구원,11800,2025/10/22,551,KR,https://www.youtube.com/channel/UCrBnlsMvvKlRgUESkV_CwXA,UCrBnlsMvvKlRgUESkV_CwXA,,
uMake,11700,2025/5/2,691,US,https://www.youtube.com/channel/UCD832jnj8O-H9IzYGQautxA,UCD832jnj8O-H9IzYGQautxA,,
PowerPro Academy,11700,2025/11/12,1622,IN,https://www.youtube.com/channel/UCFm7o3PHs5dpTOJgZrxz16Q,UCFm7o3PHs5dpTOJgZrxz16Q,,
밤맛살의 게임 채널,11700,2025/11/16,10632,KR,https://www.youtube.com/channel/UCeB5iwEnAxDs2vOjFAVWnew,UCeB5iwEnAxDs2vOjFAVWnew,,
Rock Aftab71,11300,2025/11/16,2157,IN,https://www.youtube.com/channel/UCfxdTnK7EM2sxGS089mclMg,UCfxdTnK7EM2sxGS089mclMg,,
산돌구름,11100,2025/11/11,1712,KR,https://www.youtube.com/channel/UCuRZZU1ADwckjxeJqDNJPkQ,UCuRZZU1ADwckjxeJqDNJPkQ,,
The 3D Print Zone,11000,2025/11/10,1940,US,https://www.youtube.com/channel/UCghGnerjapvhQsnTicj7Fkw,UCghGnerjapvhQsnTicj7Fkw,,
Annabelle Sémaan,10900,2025/8/25,7,CA,https://www.youtube.com/channel/UCejRTGkHeKoEyxeMBVMVf5w,UCejRTGkHeKoEyxeMBVMVf5w,,
Unity Adventure,10800,2025/10/11,364,FR,https://www.youtube.com/channel/UCAkc1h6gEaYYB--kViv1wPQ,UCAkc1h6gEaYYB--kViv1wPQ,,
안심팩토리_지선,10800,2025/11/6,9184,KR,https://www.youtube.com/channel/UCTpoCP45KSeHXtG5iAEDgsA,UCTpoCP45KSeHXtG5iAEDgsA,,
갓쌤TV - AI미래교육연구회,10700,2025/10/18,1307,KR,https://www.youtube.com/channel/UCGivE0cLydppIwPCbX7i4KA,UCGivE0cLydppIwPCbX7i4KA,,
건축 라이노 | 모어매스,10600,2025/11/13,759,KR,https://www.youtube.com/channel/UC4LL5muUiBgf62d5GmmUffQ,UC4LL5muUiBgf62d5GmmUffQ,,
119생활백서 Survival Guide,10500,2025/11/15,1600,KR,https://www.youtube.com/channel/UCEPLNOX5atP-mKAX7MDy4Rw,UCEPLNOX5atP-mKAX7MDy4Rw,,
Zep To 3D Druck,10400,2021/3/19,20207,DE,https://www.youtube.com/channel/UC7w17-6h6FsAGL8pcDH9vbg,UC7w17-6h6FsAGL8pcDH9vbg,,
윤빌리티,10400,2025/10/29,869,KR,https://www.youtube.com/channel/UCjbE_DFLHbxfk0Y0xj36zag,UCjbE_DFLHbxfk0Y0xj36zag,,
MeshyAI,9790,2025/11/13,239,US,https://www.youtube.com/channel/UCz9e8s9x8QbyyYTGftoXn2g,UCz9e8s9x8QbyyYTGftoXn2g,,
Katsby the ArchiTECH,9700,2025/11/8,375,,https://www.youtube.com/channel/UCoEPsnu7kcFxX_Ceod4793A,UCoEPsnu7kcFxX_Ceod4793A,,
보틀 디자인랩 Bottle Design Lab,9670,2025/11/7,6700,KR,https://www.youtube.com/channel/UCGDthZrly8W8XxkLoZqc65Q,UCGDthZrly8W8XxkLoZqc65Q,,
유훈식 교수 : AI4UX,9650,2025/11/16,65,KR,https://www.youtube.com/channel/UCrlnpSPPleMT-nVpNiWKnJA,UCrlnpSPPleMT-nVpNiWKnJA,,
Unreal Engine 専門講座,9490,2025/10/8,1031,JP,https://www.youtube.com/channel/UCm6cd6DBGvuK9lSiDKx3b2Q,UCm6cd6DBGvuK9lSiDKx3b2Q,,
AI 디자이너 아인 (Designer Ain),9390,2025/5/28,24411,,https://www.youtube.com/channel/UCDVlNIEu4W3JG6JaG5uv17g,UCDVlNIEu4W3JG6JaG5uv17g,,
Creative Corner,9370,2025/4/14,2876,PK,https://www.youtube.com/channel/UCAQzaL2xKN_1DUFPrQ3CfXQ,UCAQzaL2xKN_1DUFPrQ3CfXQ,,
The Next Gen,9100,2025/11/14,188,LK,https://www.youtube.com/channel/UCTGZsXT7xZXB-hBvdpusI9Q,UCTGZsXT7xZXB-hBvdpusI9Q,,
UVA Graphics,8550,2024/8/21,402,IN,https://www.youtube.com/channel/UC6xJq4a1E4e_UOMLZwLb-vw,UC6xJq4a1E4e_UOMLZwLb-vw,,
쭈햄 ㅣ jjuham,8530,2025/11/16,3008,KR,https://www.youtube.com/channel/UCMCXSO-APdo_UGwWVIkdtOQ,UCMCXSO-APdo_UGwWVIkdtOQ,,
할만해진,8530,2025/11/12,687,,https://www.youtube.com/channel/UCbCY63aoBudQ9jQ3mmQatxA,UCbCY63aoBudQ9jQ3mmQatxA,,
Pam Walls Game Design,8530,2025/11/16,194,CA,https://www.youtube.com/channel/UCt4TYeU8YMwtBa6sX8ejIcw,UCt4TYeU8YMwtBa6sX8ejIcw,,
Beyond Blender,8430,2025/7/13,190,GB,https://www.youtube.com/channel/UCMEIjZcLftlS1fF8xtYJHOw,UCMEIjZcLftlS1fF8xtYJHOw,,
"아인프로(구, 프로매니아)",8250,2025/11/16,133,KR,https://www.youtube.com/channel/UCfAW2YkTFeVLdnXnzy8MHWg,UCfAW2YkTFeVLdnXnzy8MHWg,,
게임만드는 G나,8150,2025/2/28,7866,US,https://www.youtube.com/channel/UC623JlhdQtquoHvmzH5anDQ,UC623JlhdQtquoHvmzH5anDQ,,
이르키 | iRKi,8040,2025/10/13,3510,KR,https://www.youtube.com/channel/UCdP0FJ2Z8dbl1fu6NjDJryA,UCdP0FJ2Z8dbl1fu6NjDJryA,,
하나리 hannahLee,7910,2025/7/31,1271,KR,https://www.youtube.com/channel/UCX6G3PmhT4_Ku0DXRvlyNFA,UCX6G3PmhT4_Ku0DXRvlyNFA,,
